id_student,code_module,code_presentation,final_result,highest_education,disability,gender,age_band,region,week,total_clicks,days_diff,score,is_submitted,is_late,is_high_activity,risk_label
123044,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,South Region,3,133,6.0,75.0,1,1,0,0
123044,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,South Region,4,123,6.0,75.0,1,1,0,0
127582,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,1,21,7.0,69.0,1,1,0,0
127582,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,2,106,7.0,69.0,1,1,0,0
127582,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,3,20,7.0,69.0,1,1,0,0
127582,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,4,108,7.0,69.0,1,1,0,0
129955,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region,1,58,-1.0,85.0,1,0,0,1
129955,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region,2,69,-1.0,85.0,1,0,0,1
129955,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region,3,72,-1.0,85.0,1,0,0,1
129955,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,West Midlands Region,4,56,-1.0,85.0,1,0,0,1
132976,AAA,2013J,Pass,Lower Than A Level,N,F,35-55,East Anglian Region,1,35,-1.0,63.0,1,0,0,0
132976,AAA,2013J,Pass,Lower Than A Level,N,F,35-55,East Anglian Region,3,39,-1.0,63.0,1,0,0,0
132976,AAA,2013J,Pass,Lower Than A Level,N,F,35-55,East Anglian Region,4,3,-1.0,63.0,1,0,0,0
134143,AAA,2013J,Distinction,A Level or Equivalent,N,F,35-55,South East Region,1,295,-1.0,87.0,1,0,1,0
134143,AAA,2013J,Distinction,A Level or Equivalent,N,F,35-55,South East Region,2,6,-1.0,87.0,1,0,0,0
134143,AAA,2013J,Distinction,A Level or Equivalent,N,F,35-55,South East Region,3,70,-1.0,87.0,1,0,0,0
134143,AAA,2013J,Distinction,A Level or Equivalent,N,F,35-55,South East Region,4,109,-1.0,87.0,1,0,0,0
135335,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,1,1,,,0,0,0,1
135335,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,2,12,,,0,0,0,1
135335,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,3,31,,,0,0,0,1
135335,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,4,11,,,0,0,0,1
135400,AAA,2013J,Withdrawn,Lower Than A Level,Y,F,35-55,South East Region,1,35,0.0,72.0,1,0,0,1
135400,AAA,2013J,Withdrawn,Lower Than A Level,Y,F,35-55,South East Region,2,64,0.0,72.0,1,0,0,1
135400,AAA,2013J,Withdrawn,Lower Than A Level,Y,F,35-55,South East Region,3,59,0.0,72.0,1,0,0,1
135400,AAA,2013J,Withdrawn,Lower Than A Level,Y,F,35-55,South East Region,4,46,0.0,72.0,1,0,0,1
137873,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,South West Region,1,40,-4.0,72.0,1,0,0,0
137873,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,South West Region,2,186,-4.0,72.0,1,0,0,0
137873,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,South West Region,3,324,-4.0,72.0,1,0,1,0
137873,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,South West Region,4,128,-4.0,72.0,1,0,0,0
141355,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,1,152,0.0,77.0,1,0,0,0
141355,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,2,71,0.0,77.0,1,0,0,0
141355,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,3,229,0.0,77.0,1,0,0,0
141355,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,East Midlands Region,4,22,0.0,77.0,1,0,0,0
141377,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,South West Region,1,1,35.0,45.0,1,1,0,1
141377,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,South West Region,2,5,35.0,45.0,1,1,0,1
141377,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,0-35,South West Region,3,1,35.0,45.0,1,1,0,1
142326,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,North Region,1,10,-2.0,65.0,1,0,0,0
142326,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,North Region,2,127,-2.0,65.0,1,0,0,0
142326,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,North Region,3,80,-2.0,65.0,1,0,0,0
142326,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,North Region,4,44,-2.0,65.0,1,0,0,0
144801,AAA,2013J,Pass,HE Qualification,N,F,35-55,South Region,1,118,0.0,61.0,1,0,0,0
144801,AAA,2013J,Pass,HE Qualification,N,F,35-55,South Region,2,202,0.0,61.0,1,0,0,0
144801,AAA,2013J,Pass,HE Qualification,N,F,35-55,South Region,3,417,0.0,61.0,1,0,1,0
144801,AAA,2013J,Pass,HE Qualification,N,F,35-55,South Region,4,157,0.0,61.0,1,0,0,0
145130,AAA,2013J,Pass,HE Qualification,N,M,0-35,South West Region,1,1,0.0,75.0,1,0,0,0
145130,AAA,2013J,Pass,HE Qualification,N,M,0-35,South West Region,2,45,0.0,75.0,1,0,0,0
145130,AAA,2013J,Pass,HE Qualification,N,M,0-35,South West Region,3,131,0.0,75.0,1,0,0,0
145130,AAA,2013J,Pass,HE Qualification,N,M,0-35,South West Region,4,4,0.0,75.0,1,0,0,0
146188,AAA,2013J,Fail,A Level or Equivalent,Y,F,0-35,West Midlands Region,1,10,0.0,52.0,1,0,0,1
146188,AAA,2013J,Fail,A Level or Equivalent,Y,F,0-35,West Midlands Region,2,26,0.0,52.0,1,0,0,1
146188,AAA,2013J,Fail,A Level or Equivalent,Y,F,0-35,West Midlands Region,3,43,0.0,52.0,1,0,0,1
146188,AAA,2013J,Fail,A Level or Equivalent,Y,F,0-35,West Midlands Region,4,3,0.0,52.0,1,0,0,1
147756,AAA,2013J,Fail,Lower Than A Level,N,M,0-35,North Region,1,55,-1.0,77.0,1,0,0,1
147756,AAA,2013J,Fail,Lower Than A Level,N,M,0-35,North Region,2,73,-1.0,77.0,1,0,0,1
147756,AAA,2013J,Fail,Lower Than A Level,N,M,0-35,North Region,3,131,-1.0,77.0,1,0,0,1
147756,AAA,2013J,Fail,Lower Than A Level,N,M,0-35,North Region,4,7,-1.0,77.0,1,0,0,1
147793,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,North Region,4,2,13.0,52.0,1,1,0,1
148993,AAA,2013J,Withdrawn,A Level or Equivalent,Y,F,35-55,North Western Region,1,69,6.0,68.0,1,1,0,1
148993,AAA,2013J,Withdrawn,A Level or Equivalent,Y,F,35-55,North Western Region,2,237,6.0,68.0,1,1,0,1
148993,AAA,2013J,Withdrawn,A Level or Equivalent,Y,F,35-55,North Western Region,3,91,6.0,68.0,1,1,0,1
148993,AAA,2013J,Withdrawn,A Level or Equivalent,Y,F,35-55,North Western Region,4,108,6.0,68.0,1,1,0,1
151358,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,London Region,1,5,-2.0,54.0,1,0,0,0
151358,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,London Region,2,22,-2.0,54.0,1,0,0,0
151358,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,London Region,3,10,-2.0,54.0,1,0,0,0
155550,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,London Region,2,43,0.0,75.0,1,0,0,0
155550,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,London Region,3,303,0.0,75.0,1,0,1,0
155550,AAA,2013J,Pass,A Level or Equivalent,N,M,35-55,London Region,4,20,0.0,75.0,1,0,0,0
155854,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,East Midlands Region,1,181,-1.0,82.0,1,0,0,0
155854,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,East Midlands Region,2,188,-1.0,82.0,1,0,0,0
155854,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,East Midlands Region,3,136,-1.0,82.0,1,0,0,0
155854,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,East Midlands Region,4,132,-1.0,82.0,1,0,0,0
155984,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,1,14,0.0,85.0,1,0,0,1
155984,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,2,58,0.0,85.0,1,0,0,1
155984,AAA,2013J,Withdrawn,Lower Than A Level,N,F,0-35,East Anglian Region,3,201,0.0,85.0,1,0,0,1
157568,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,South West Region,1,50,-1.0,79.0,1,0,0,0
157568,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,South West Region,2,75,-1.0,79.0,1,0,0,0
157568,AAA,2013J,Pass,A Level or Equivalent,N,F,0-35,South West Region,3,175,-1.0,79.0,1,0,0,0
159954,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,35-55,East Midlands Region,1,110,0.0,65.0,1,0,0,1
159954,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,35-55,East Midlands Region,2,143,0.0,65.0,1,0,0,1
159954,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,35-55,East Midlands Region,3,73,0.0,65.0,1,0,0,1
159954,AAA,2013J,Withdrawn,A Level or Equivalent,N,M,35-55,East Midlands Region,4,69,0.0,65.0,1,0,0,1
164259,AAA,2013J,Pass,A Level or Equivalent,N,M,0-35,Scotland,2,25,-1.0,82.0,1,0,0,0
164259,AAA,2013J,Pass,A Level or Equivalent,N,M,0-35,Scotland,3,53,-1.0,82.0,1,0,0,0
167906,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,Yorkshire Region,1,94,0.0,60.0,1,0,0,0
167906,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,Yorkshire Region,2,18,0.0,60.0,1,0,0,0
167906,AAA,2013J,Pass,A Level or Equivalent,N,F,35-55,Yorkshire Region,3,151,0.0,60.0,1,0,0,0
168936,AAA,2013J,Pass,Lower Than A Level,N,F,35-55,West Midlands Region,1,20,0.0,76.0,1,0,0,0
168936,AAA,2013J,Pass,Lower Than A Level,N,F,35-55,West Midlands Region,2,56,0.0,76.0,1,0,0,0
